Polarization,Prison Transfer,Health Conditions,,,,,,,,,,,
Kerman,Polarization,Sentencing,,,,,,,,,,,
Polarization,Seizure,Arrest,Questioning,,,,,,,,,,
Mashad,Release on Bail,,,,,,,,,,,,
International,,,,,,,,,,,,,
International,,,,,,,,,,,,,
International,,,,,,,,,,,,,
 Sara Hajj-Abrahimi and Nahale Shahidi, Nayusha Badi`i Thabet,"Shamis Nourani and Soulemaz Qasemi )""",18.May.2012,Tehran,Polarization,Prison Sentence,,,,,,,
" Sho`eleh Afshari and `Azim Tabibi)""",15.May.2012,Najafabad,Polarization,search,seizure,arrest,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Expulsion,,,,,,,,,,,,
Polarization,search,seizure,arrest,,,,,,,,,,
Polarization,search,seizure,arrest,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Arrest,Sentence,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
International,Espionage,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Polarization,Detention,Health Conditions,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Detention,Health Conditions,,,,,,,,,,,
Polariztion,Raid,Arrest,,,,,,,,,,,
Polarization,Prison Transfer,,,,,,,,,,,,
Polarization,Expulsion,,,,,,,,,,,,
Polarization,search,seizure,arrest,,,,,,,,,,
Polarization,Questioning,,,,,,,,,,,,
Polarization,Business Closure,,,,,,,,,,,,
Polarization,Prison Term,,,,,,,,,,,,
Release ,,,,,,,,,,,,,
Sentence Reduction,,,,,,,,,,,,,
Sentence Served (Release),,,,,,,,,,,,,
Polarization,Trial,,,,,,,,,,,,
15.June.2012,Shiraz,Release on Bail,,,,,,,,,,,
NA,International,Espionage,,,,,,,,,,,
International,Economic,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
Internet,Censorship,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
Sentence Reduction,,,,,,,,,,,,,
Polarization,Sentencing  Release on Bail,,,,,,,,,,,,
Polarization,Detention,,,,,,,,,,,,
Polarization,Expulsion,,,,,,,,,,,,
Polarization,Search,Arrest,Seizure,,,,,,,,,,
Prepararation,Polarization (seizure,arrest),,,,,,,,,,,
Polarization,Summons,,,,,,,,,,,,
Medical Leave (prisoner),,,,,,,,,,,,,
NA,Polarization sentencing,,,,,,,,,,,,
Polarization,Expulsion,,,,,,,,,,,,
Preparation,Polarization,,,,,,,,,,,,
Preparation,Polarization,,,,,,,,,,,,
Polarization,Detention,,,,,,,,,,,,
Polarization,Search,Raid,,,,,,,,,,,
Polarization,Search,Arrest,Raid,,,,,,,,,,
Mashad,Polarization,Search,Arrest,Raid,,,,,,,,,
Follow up,,,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Search,Arrest,Seizure,,,,,,,,,,
International Economic,,,,,,,,,,,,,
Domestic,Political,,,,,,,,,,,,
International,Cyber-Espionage,,,,,,,,,,,,
International,,,,,,,,,,,,,
Polarization,Detention,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Polarization,Prison Transfer,Health Conditions,,,,,,,,,,,
Polarization,Search,Arrest,Seizure,,,,,,,,,,
Polarization,Harassement,,,,,,,,,,,,
14.July.2012,Tehran,Shiraz,Polarization,Arrest,,,,,,,,,
Release on bail,,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Polarization,Business Closure,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Polarization, Sentence Beginning,,,,,,,,,,,,
Polarization,Sentence,,,,,,,,,,,,
Polarization, Sentence Beginning,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Release on bail,,,,,,,,,,,,,
Polarization,Arrest Attempt,,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization, Prison Leave,,,,,,,,,,,,
Polarization,Prison Conditions,,,,,,,,,,,,
Tehran,Release on bail,,,,,,,,,,,,
 Mr. Naqipour and Saba Golshan , Mrs. Tahereh Reza'I, Khosro Dehqani, Vida Parvini and Noghmeh Farabi, Faribourz Baghi, Farida Ashtari, Nateq Na'imi," Farhnaz Rostami and Iman Rashidi""",1.August.2012,Isfahan,Yazd,Arak,Polarization,Arrest
International,,,,,,,,,,,,,
Qaemshahr,Polarization,Search,Seizure,,,,,,,,,,
Yazd,Polarization,Arrest,,,,,,,,,,,
 Payman Kashfi, Afshin Hirtiyan," Azizullah Samandari """,5.August.2012,Karaj,Polarization,Prison Transfer,,,,,,,
International , Economic,,,,,,,,,,,,
" Syria""",International,Syria,,,,,,,,,,,
International,Syria,,,,,,,,,,,,
Economic,,,,,,,,,,,,,
  Payman Kashfi , Afshin Hirtiyan ," Azizullah Samandari """,5.August.2012,Karaj,Polarization,Prison Transfer,,,,,,,
Release on Bail,,,,,,,,,,,,,
Release on Bail,,,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
NA,Amnesty ,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Preparation,,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Mashad,Yazd,Shiraz,Release,,,,,,,,,,
Internet,Censorship,,,,,,,,,,,,
International,,,,,,,,,,,,,
NA,International ,Diplomacy,,,,,,,,,,,
Economic,,,,,,,,,,,,,
Polarization,Sentence,,,,,,,,,,,,
Internet,Censorship,,,,,,,,,,,,
NA,Internet,Censorship,,,,,,,,,,,
Nuclear power,,,,,,,,,,,,,
Polarization,Propaganda,,,,,,,,,,,,
Polarization,Sentence,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Polarization,Sentence Beginning,,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Prison Transfer,,,,,,,,,,,,
Polarization,Detention,Health Conditions,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Polarization,Prison Term,,,,,,,,,,,,
Polarization,,,,,,,,,,,,,
Polarization,Prison Term,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
Polarization,Prison Sentence,,,,,,,,,,,,
Semnan,Polarization,Sentencing,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
Sentence Reduction,,,,,,,,,,,,,
Polarization,,,,,,,,,,,,,
International,Political,Diplomacy,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
24. October. 2012,USA,International,Political,,,,,,,,,,
Polarization,Detention,Health Conditions,,,,,,,,,,,
International,Political,,,,,,,,,,,,
Polarization,,,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
Golestan,Polarization,Arrest,,,,,,,,,,,
Polarization,Sentencing,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
Polarization , Sentencing,,,,,,,,,,,,
UK,International,Political,,,,,,,,,,,
Polarization,Detention,Health Conditions,,,,,,,,,,,
Polarization,Arrest,,,,,,,,,,,,
International,Political,,,,,,,,,,,,
